"gene","X","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","diff.pct","HGNC.symbol"
"S100g",7385,0,-2.254149554,0.217,0.659,0,"IRI_long_14",-0.442,"S100G"
"S100g",11,0,1.578297615,0.748,0.531,0,"Control",0.217,"S100G"
"Ass1",7362,0,-1.164897473,0.115,0.318,0,"IRI_long_14",-0.203,"ASS1"
"Ass1",2911,1.58e-172,-0.506250464,0.18,0.299,3.67e-168,"IRI_short_3",-0.119,"ASS1"
"Ass1",5442,3.84e-225,-0.681823899,0.172,0.3,8.95e-221,"IRI_long_3",-0.128,"ASS1"
"Ass1",12,0,1.547531502,0.595,0.141,0,"Control",0.454,"ASS1"
"Ass1",2647,0,-1.643993477,0.087,0.331,0,"IRI_short_1",-0.244,"ASS1"
"Ass1",4362,0,-1.551174638,0.094,0.32,0,"IRI_long_1",-0.226,"ASS1"
"mt-Atp8",2619,0,-0.858462581,0.319,0.306,0,"IRI_short_1",0.013,"MT-ATP8"
"mt-Atp8",4338,0,-0.965033887,0.215,0.321,0,"IRI_long_1",-0.106,"MT-ATP8"
"mt-Atp8",3557,4.43e-302,-0.703918234,0.264,0.315,1.03e-297,"IRI_short_14",-0.051,"MT-ATP8"
"mt-Atp8",2853,1.27e-205,-0.754945845,0.254,0.312,2.96e-201,"IRI_short_3",-0.058,"MT-ATP8"
"mt-Atp8",7341,0,-0.95349673,0.176,0.327,0,"IRI_long_14",-0.151,"MT-ATP8"
"mt-Atp8",5240,0,-1.104428605,0.115,0.321,0,"IRI_long_3",-0.206,"MT-ATP8"
"mt-Atp8",13,0,1.535738332,0.451,0.237,0,"Control",0.214,"MT-ATP8"
"Fut9",3535,0,-0.698298699,0.081,0.172,0,"IRI_short_14",-0.091,"FUT9"
"Fut9",2935,4.98e-166,-0.622929281,0.064,0.166,1.16e-161,"IRI_short_3",-0.102,"FUT9"
"Fut9",4343,0,-1.008669404,0.015,0.18,0,"IRI_long_1",-0.165,"FUT9"
"Fut9",5456,2.16e-220,-0.727823716,0.05,0.167,5.02e-216,"IRI_long_3",-0.117,"FUT9"
"Fut9",14,0,1.518829676,0.399,0.04,0,"Control",0.359,"FUT9"
"Fut9",7329,0,-0.908606801,0.03,0.178,0,"IRI_long_14",-0.148,"FUT9"
"Fut9",2629,0,-1.019515782,0.019,0.186,0,"IRI_short_1",-0.167,"FUT9"
"Aldob",2642,0,-1.258949613,0.105,0.344,0,"IRI_short_1",-0.239,"ALDOB"
"Aldob",7365,0,-1.207280378,0.077,0.339,0,"IRI_long_14",-0.262,"ALDOB"
"Aldob",4360,0,-1.438634509,0.082,0.337,0,"IRI_long_1",-0.255,"ALDOB"
"Aldob",15,0,1.505611055,0.656,0.131,0,"Control",0.525,"ALDOB"
"Aldob",5297,5.97e-293,-0.779178675,0.131,0.317,1.39e-288,"IRI_long_3",-0.186,"ALDOB"
"Aldob",2840,2.21e-213,-0.608039015,0.179,0.314,5.15e-209,"IRI_short_3",-0.135,"ALDOB"
"Cela1",2880,1.26e-184,-0.646596072,0.086,0.176,2.92e-180,"IRI_short_3",-0.09,"CELA1"
"Cela1",2627,0,-0.96512874,0.043,0.195,0,"IRI_short_1",-0.152,"CELA1"
"Cela1",17,0,1.404319469,0.384,0.064,0,"Control",0.32,"CELA1"
"Cela1",3658,7.38e-180,-0.469310847,0.128,0.177,1.72e-175,"IRI_short_14",-0.049,"CELA1"
"Cela1",7316,0,-0.864885059,0.042,0.189,0,"IRI_long_14",-0.147,"CELA1"
"Cela1",5435,1.86e-229,-0.741034945,0.062,0.177,4.33e-225,"IRI_long_3",-0.115,"CELA1"
"Cela1",4336,0,-0.939829646,0.03,0.19,0,"IRI_long_1",-0.16,"CELA1"
"Gatm",7345,0,-0.964781546,0.109,0.231,0,"IRI_long_14",-0.122,"GATM"
"Gatm",4351,0,-1.124190347,0.064,0.237,0,"IRI_long_1",-0.173,"GATM"
"Gatm",5802,1.09e-130,-0.517221406,0.178,0.218,2.54e-126,"IRI_long_3",-0.04,"GATM"
"Gatm",19,0,1.37726894,0.404,0.122,0,"Control",0.282,"GATM"
"Gatm",3299,3.56e-85,-0.350661441,0.201,0.217,8.28e-81,"IRI_short_3",-0.016,"GATM"
"Gatm",2640,0,-1.181576363,0.069,0.243,0,"IRI_short_1",-0.174,"GATM"
"Gatm",3880,2.88e-61,-0.311589535,0.185,0.22,6.7e-57,"IRI_short_14",-0.035,"GATM"
"Maf",3288,1.24e-86,-0.423453188,0.196,0.222,2.88e-82,"IRI_short_3",-0.026,"MAF"
"Maf",7541,1.98e-283,-0.621077629,0.157,0.23,4.6e-279,"IRI_long_14",-0.073,"MAF"
"Maf",4339,0,-0.970739165,0.083,0.24,0,"IRI_long_1",-0.157,"MAF"
"Maf",20,0,1.36442415,0.406,0.128,0,"Control",0.278,"MAF"
"Maf",3536,0,-0.710076804,0.137,0.234,0,"IRI_short_14",-0.097,"MAF"
"Maf",5906,7.96e-115,-0.436291963,0.211,0.221,1.85e-110,"IRI_long_3",-0.01,"MAF"
"Maf",2632,0,-1.041625422,0.074,0.249,0,"IRI_short_1",-0.175,"MAF"
"Atp6v1g3",21,0,1.355584494,0.12,0.035,0,"Control",0.085,"ATP6V1G3"
"Kl",2960,2.37e-155,-0.637355479,0.142,0.241,5.52e-151,"IRI_short_3",-0.099,"KL"
"Kl",3850,6.78e-76,-0.352930655,0.205,0.24,1.58e-71,"IRI_short_14",-0.035,"KL"
"Kl",5233,0,-0.986083491,0.045,0.247,0,"IRI_long_3",-0.202,"KL"
"Kl",22,0,1.35533012,0.439,0.133,0,"Control",0.306,"KL"
"Kl",7353,0,-1.041277339,0.038,0.263,0,"IRI_long_14",-0.225,"KL"
"Kl",4342,0,-0.998616024,0.089,0.256,0,"IRI_long_1",-0.167,"KL"
"Kl",2599,0,-0.702243263,0.211,0.24,0,"IRI_short_1",-0.029,"KL"
"Cyp4b1",24,0,1.337191388,0.403,0.101,0,"Control",0.302,"CYP4B1"
"Cyp4b1",5369,1.14e-251,-0.979181587,0.068,0.21,2.64e-247,"IRI_long_3",-0.142,"CYP4B1"
"Cyp4b1",2637,0,-1.147971049,0.066,0.227,0,"IRI_short_1",-0.161,"CYP4B1"
"Cyp4b1",7304,0,-0.821285557,0.072,0.22,0,"IRI_long_14",-0.148,"CYP4B1"
"Cyp4b1",3034,1.35e-133,-0.664725239,0.101,0.208,3.15e-129,"IRI_short_3",-0.107,"CYP4B1"
"Cyp4b1",4341,0,-0.98252552,0.084,0.218,0,"IRI_long_1",-0.134,"CYP4B1"
"Acy3",2906,8.63e-174,-0.68948147,0.076,0.177,2.01e-169,"IRI_short_3",-0.101,"ACY3"
"Acy3",5596,1.14e-177,-0.657183614,0.063,0.177,2.66e-173,"IRI_long_3",-0.114,"ACY3"
"Acy3",3915,1.69e-32,-0.252561718,0.144,0.175,3.93e-28,"IRI_short_14",-0.031,"ACY3"
"Acy3",4345,0,-1.023633961,0.038,0.189,0,"IRI_long_1",-0.151,"ACY3"
"Acy3",2631,0,-1.035739329,0.043,0.195,0,"IRI_short_1",-0.152,"ACY3"
"Acy3",25,0,1.333002549,0.375,0.068,0,"Control",0.307,"ACY3"
"Acy3",7298,0,-0.797215211,0.047,0.188,0,"IRI_long_14",-0.141,"ACY3"
"Slc4a4",5468,7.68e-217,-0.628737718,0.054,0.187,1.79e-212,"IRI_long_3",-0.133,"SLC4A4"
"Slc4a4",2985,2.7e-146,-0.497011766,0.076,0.185,6.28e-142,"IRI_short_3",-0.109,"SLC4A4"
"Slc4a4",3606,8.57e-234,-0.541811504,0.107,0.19,1.99e-229,"IRI_short_14",-0.083,"SLC4A4"
"Slc4a4",2623,0,-0.897986906,0.071,0.199,0,"IRI_short_1",-0.128,"SLC4A4"
"Slc4a4",26,0,1.322813643,0.394,0.071,0,"Control",0.323,"SLC4A4"
"Slc4a4",4321,0,-0.835897315,0.068,0.194,0,"IRI_long_1",-0.126,"SLC4A4"
"Slc4a4",7293,0,-0.764266855,0.042,0.198,0,"IRI_long_14",-0.156,"SLC4A4"
"Atp5k",3552,0,-0.561626339,0.511,0.611,3.66e-307,"IRI_short_14",-0.1,"ATP5ME"
"Atp5k",5241,0,-1.143720719,0.355,0.613,0,"IRI_long_3",-0.258,"ATP5ME"
"Atp5k",4328,0,-0.872169417,0.481,0.614,0,"IRI_long_1",-0.133,"ATP5ME"
"Atp5k",2563,0,-0.559168842,0.632,0.591,0,"IRI_short_1",0.041,"ATP5ME"
"Atp5k",7309,0,-0.83857053,0.451,0.618,0,"IRI_long_14",-0.167,"ATP5ME"
"Atp5k",2799,1.41e-266,-0.651222696,0.491,0.604,3.27e-262,"IRI_short_3",-0.113,"ATP5ME"
"Atp5k",27,0,1.322451853,0.777,0.507,0,"Control",0.27,"ATP5ME"
"Chpt1",7361,0,-1.11669049,0.129,0.419,0,"IRI_long_14",-0.29,"CHPT1"
"Chpt1",2616,0,-0.829106163,0.343,0.39,0,"IRI_short_1",-0.047,"CHPT1"
"Chpt1",4335,0,-0.932876823,0.246,0.402,0,"IRI_long_1",-0.156,"CHPT1"
"Chpt1",28,0,1.317012733,0.608,0.27,0,"Control",0.338,"CHPT1"
"Chpt1",2920,4.63e-170,-0.605804269,0.293,0.389,1.08e-165,"IRI_short_3",-0.096,"CHPT1"
"Chpt1",3899,1.53e-46,-0.257536304,0.352,0.388,3.56e-42,"IRI_short_14",-0.036,"CHPT1"
"Chpt1",5342,3.16e-263,-0.670816987,0.213,0.394,7.34e-259,"IRI_long_3",-0.181,"CHPT1"
"Pck1",7352,0,-1.027272977,0.045,0.22,0,"IRI_long_14",-0.175,"PCK1"
"Pck1",30,0,1.305728604,0.436,0.079,0,"Control",0.357,"PCK1"
"Pck1",3851,7.99e-76,-0.316908298,0.15,0.205,1.86e-71,"IRI_short_14",-0.055,"PCK1"
"Pck1",4296,0,-0.716933749,0.061,0.217,0,"IRI_long_1",-0.156,"PCK1"
"Pck1",5406,1.34e-237,-0.732130027,0.063,0.206,3.11e-233,"IRI_long_3",-0.143,"PCK1"
"Pck1",2618,0,-0.845792392,0.065,0.223,0,"IRI_short_1",-0.158,"PCK1"
"Pck1",2838,5.35e-215,-0.752072999,0.075,0.206,1.24e-210,"IRI_short_3",-0.131,"PCK1"
"Pah",2626,0,-0.937694016,0.014,0.187,0,"IRI_short_1",-0.173,"PAH"
"Pah",31,0,1.286132915,0.383,0.047,0,"Control",0.336,"PAH"
"Pah",5611,1.22e-175,-0.572338398,0.054,0.166,2.83e-171,"IRI_long_3",-0.112,"PAH"
"Pah",3675,1.33e-163,-0.38065676,0.118,0.166,3.09e-159,"IRI_short_14",-0.048,"PAH"
"Pah",7301,0,-0.810191786,0.027,0.178,0,"IRI_long_14",-0.151,"PAH"
"Pah",3157,4.16e-112,-0.443097534,0.078,0.165,9.69e-108,"IRI_short_3",-0.087,"PAH"
"Pah",4332,0,-0.903290125,0.014,0.18,0,"IRI_long_1",-0.166,"PAH"
"Guca2b",3064,3.25e-127,-0.592121009,0.103,0.198,7.57e-123,"IRI_short_3",-0.095,"GUCA2B"
"Guca2b",3817,3.5e-89,-0.397280927,0.143,0.2,8.14e-85,"IRI_short_14",-0.057,"GUCA2B"
"Guca2b",5698,9.92e-154,-0.634767586,0.088,0.199,2.31e-149,"IRI_long_3",-0.111,"GUCA2B"
"Guca2b",7342,0,-0.96104356,0.045,0.213,0,"IRI_long_14",-0.168,"GUCA2B"
"Guca2b",32,0,1.280679731,0.403,0.086,0,"Control",0.317,"GUCA2B"
"Guca2b",4299,0,-0.720011282,0.07,0.209,0,"IRI_long_1",-0.139,"GUCA2B"
"Guca2b",2614,0,-0.818988156,0.075,0.214,0,"IRI_short_1",-0.139,"GUCA2B"
"Sord",2634,0,-1.086682978,0.064,0.269,0,"IRI_short_1",-0.205,"SORD"
"Sord",2968,4.78e-152,-0.397967624,0.192,0.239,1.11e-147,"IRI_short_3",-0.047,"SORD"
"Sord",33,0,1.276036378,0.473,0.118,0,"Control",0.355,"SORD"
"Sord",7318,0,-0.866349871,0.082,0.258,0,"IRI_long_14",-0.176,"SORD"
"Sord",4347,0,-1.071549464,0.052,0.262,0,"IRI_long_1",-0.21,"SORD"
"Sord",5579,2.55e-182,-0.58609365,0.122,0.244,5.92e-178,"IRI_long_3",-0.122,"SORD"
"Inmt",2811,3.71e-245,-0.699977475,0.058,0.15,8.62e-241,"IRI_short_3",-0.092,"INMT"
"Inmt",34,0,1.264853351,0.343,0.044,0,"Control",0.299,"INMT"
"Inmt",4334,0,-0.920947369,0.005,0.163,0,"IRI_long_1",-0.158,"INMT"
"Inmt",5219,0,-0.829315725,0.014,0.152,0,"IRI_long_3",-0.138,"INMT"
"Inmt",7302,0,-0.810387252,0.024,0.161,0,"IRI_long_14",-0.137,"INMT"
"Inmt",2625,0,-0.936398311,0.01,0.169,0,"IRI_short_1",-0.159,"INMT"
"Nat8f1",35,0,1.261917208,0.398,0.066,0,"Control",0.332,"NAT8"
"Nat8f1",4337,0,-0.957863301,0.035,0.197,0,"IRI_long_1",-0.162,"NAT8"
"Nat8f1",7311,0,-0.845258281,0.043,0.196,0,"IRI_long_14",-0.153,"NAT8"
"Nat8f1",2877,4.52e-188,-0.665299929,0.074,0.184,1.05e-183,"IRI_short_3",-0.11,"NAT8"
"Nat8f1",2628,0,-1.012670596,0.041,0.203,0,"IRI_short_1",-0.162,"NAT8"
"Nat8f1",5314,8.94e-284,-0.811939845,0.044,0.185,2.08e-279,"IRI_long_3",-0.141,"NAT8"
"Khk",2617,0,-0.84111639,0.086,0.239,0,"IRI_short_1",-0.153,"KHK"
"Khk",4326,0,-0.858424368,0.073,0.234,0,"IRI_long_1",-0.161,"KHK"
"Khk",36,0,1.251111778,0.424,0.11,0,"Control",0.314,"KHK"
"Khk",3791,2.2e-102,-0.321270464,0.181,0.22,5.11e-98,"IRI_short_14",-0.039,"KHK"
"Khk",7287,0,-0.750164011,0.093,0.232,0,"IRI_long_14",-0.139,"KHK"
"Khk",2837,4.54e-215,-0.61447512,0.13,0.22,1.06e-210,"IRI_short_3",-0.09,"KHK"
"Khk",5384,5.55e-247,-0.677020138,0.105,0.222,1.29e-242,"IRI_long_3",-0.117,"KHK"
"Uqcr10",2802,5.29e-263,-0.568850974,0.617,0.709,1.23e-258,"IRI_short_3",-0.092,"UQCR10"
"Uqcr10",3578,4.47e-272,-0.487250678,0.63,0.714,1.04e-267,"IRI_short_14",-0.084,"UQCR10"
"Uqcr10",37,0,1.248939267,0.859,0.625,0,"Control",0.234,"UQCR10"
"Uqcr10",2541,0,-0.511993548,0.735,0.697,0,"IRI_short_1",0.038,"UQCR10"
"Uqcr10",5234,0,-0.989920385,0.518,0.715,0,"IRI_long_3",-0.197,"UQCR10"
"Uqcr10",4312,0,-0.766811666,0.626,0.714,0,"IRI_long_1",-0.088,"UQCR10"
"Uqcr10",7334,0,-0.932740842,0.535,0.727,0,"IRI_long_14",-0.192,"UQCR10"
"Pdzk1",2620,0,-0.858507195,0.033,0.194,0,"IRI_short_1",-0.161,"PDZK1"
"Pdzk1",7300,0,-0.798273191,0.036,0.187,0,"IRI_long_14",-0.151,"PDZK1"
"Pdzk1",4318,0,-0.810149378,0.028,0.188,0,"IRI_long_1",-0.16,"PDZK1"
"Pdzk1",38,0,1.244061483,0.389,0.057,0,"Control",0.332,"PDZK1"
"Pdzk1",2984,2.17e-146,-0.532022018,0.075,0.174,5.06e-142,"IRI_short_3",-0.099,"PDZK1"
"Pdzk1",3715,3.18e-142,-0.367737867,0.121,0.175,7.39e-138,"IRI_short_14",-0.054,"PDZK1"
"Pdzk1",5644,2.45e-167,-0.542832128,0.063,0.175,5.71e-163,"IRI_long_3",-0.112,"PDZK1"
"Gabarapl1",7308,0,-0.834717532,0.154,0.35,0,"IRI_long_14",-0.196,"GABARAPL1"
"Gabarapl1",2885,1.01e-183,-0.60521132,0.238,0.331,2.35e-179,"IRI_short_3",-0.093,"GABARAPL1"
"Gabarapl1",4346,0,-1.036587206,0.135,0.352,0,"IRI_long_1",-0.217,"GABARAPL1"
"Gabarapl1",5229,0,-0.93438722,0.125,0.338,0,"IRI_long_3",-0.213,"GABARAPL1"
"Gabarapl1",39,0,1.219546782,0.532,0.222,0,"Control",0.31,"GABARAPL1"
"Gabarapl1",2615,0,-0.819643656,0.253,0.339,0,"IRI_short_1",-0.086,"GABARAPL1"
"Aldh6a1",2859,6.39e-201,-0.553773687,0.132,0.213,1.49e-196,"IRI_short_3",-0.081,"ALDH6A1"
"Aldh6a1",3637,7e-199,-0.394157492,0.174,0.213,1.63e-194,"IRI_short_14",-0.039,"ALDH6A1"
"Aldh6a1",4313,0,-0.782898441,0.066,0.227,0,"IRI_long_1",-0.161,"ALDH6A1"
"Aldh6a1",40,0,1.214915165,0.417,0.103,0,"Control",0.314,"ALDH6A1"
"Aldh6a1",2602,0,-0.726817209,0.113,0.226,0,"IRI_short_1",-0.113,"ALDH6A1"
"Aldh6a1",7286,0,-0.750039518,0.052,0.23,0,"IRI_long_14",-0.178,"ALDH6A1"
"Aldh6a1",5319,1.59e-280,-0.667197805,0.068,0.217,3.7e-276,"IRI_long_3",-0.149,"ALDH6A1"
"Uqcr11",2830,9.36e-218,-0.508273167,0.576,0.669,2.18e-213,"IRI_short_3",-0.093,"UQCR11"
"Uqcr11",7310,0,-0.838721855,0.488,0.689,0,"IRI_long_14",-0.201,"UQCR11"
"Uqcr11",41,0,1.213704608,0.829,0.581,0,"Control",0.248,"UQCR11"
"Uqcr11",4319,0,-0.82710483,0.559,0.678,0,"IRI_long_1",-0.119,"UQCR11"
"Uqcr11",5235,0,-1.007360768,0.461,0.676,0,"IRI_long_3",-0.215,"UQCR11"
"Uqcr11",2572,0,-0.58637284,0.685,0.659,0,"IRI_short_1",0.026,"UQCR11"
"Uqcr11",3729,6.11e-131,-0.352437457,0.618,0.67,1.42e-126,"IRI_short_14",-0.052,"UQCR11"
"Chchd10",4354,0,-1.236124992,0.343,0.593,0,"IRI_long_1",-0.25,"CHCHD10"
"Chchd10",5237,0,-1.053940203,0.241,0.583,0,"IRI_long_3",-0.342,"CHCHD10"
"Chchd10",2588,0,-0.635734339,0.594,0.557,0,"IRI_short_1",0.037,"CHCHD10"
"Chchd10",7369,0,-1.245456335,0.202,0.614,0,"IRI_long_14",-0.412,"CHCHD10"
"Chchd10",3019,9.88e-138,-0.424994154,0.444,0.57,2.3e-133,"IRI_short_3",-0.126,"CHCHD10"
"Chchd10",42,0,1.194272842,0.813,0.437,0,"Control",0.376,"CHCHD10"
"mt-Nd1",2789,3.81e-303,-0.669053798,0.952,0.97,8.86e-299,"IRI_short_3",-0.018,"MT-ND1"
"mt-Nd1",5231,0,-0.976252032,0.926,0.971,0,"IRI_long_3",-0.045,"MT-ND1"
"mt-Nd1",3636,4.73e-199,-0.292918521,0.997,0.964,1.1e-194,"IRI_short_14",0.033,"MT-ND1"
"mt-Nd1",43,0,1.189147795,0.994,0.956,0,"Control",0.038,"MT-ND1"
"mt-Nd1",4294,0,-0.715361787,0.966,0.969,0,"IRI_long_1",-0.003,"MT-ND1"
"mt-Nd1",7373,0,-1.396745792,0.88,0.981,0,"IRI_long_14",-0.101,"MT-ND1"
"mt-Nd1",2755,2.63e-63,-0.346329036,0.987,0.965,6.13e-59,"IRI_short_1",0.022,"MT-ND1"
"Rida",7335,0,-0.934291785,0.095,0.351,0,"IRI_long_14",-0.256,"RIDA"
"Rida",4340,0,-0.979653551,0.141,0.343,0,"IRI_long_1",-0.202,"RIDA"
"Rida",5488,5.72e-209,-0.558192198,0.165,0.328,1.33e-204,"IRI_long_3",-0.163,"RIDA"
"Rida",44,0,1.171687803,0.539,0.208,0,"Control",0.331,"RIDA"
"Rida",3027,3.38e-136,-0.482838017,0.234,0.324,7.87e-132,"IRI_short_3",-0.09,"RIDA"
"Rida",2613,0,-0.799449411,0.264,0.329,0,"IRI_short_1",-0.065,"RIDA"
"Pvalb",45,0,1.16691955,0.158,0.048,0,"Control",0.11,"PVALB"
"Pdzk1ip1",7360,0,-1.102274544,0.084,0.398,0,"IRI_long_14",-0.314,"PDZK1IP1"
"Pdzk1ip1",2945,1.19e-159,-0.529865232,0.239,0.367,2.77e-155,"IRI_short_3",-0.128,"PDZK1IP1"
"Pdzk1ip1",46,0,1.165048443,0.587,0.245,0,"Control",0.342,"PDZK1IP1"
"Pdzk1ip1",3865,6.41e-70,-0.296179121,0.316,0.366,1.49e-65,"IRI_short_14",-0.05,"PDZK1IP1"
"Pdzk1ip1",5200,0,-0.686768758,0.15,0.372,0,"IRI_long_3",-0.222,"PDZK1IP1"
"Pdzk1ip1",4333,0,-0.911384677,0.199,0.381,0,"IRI_long_1",-0.182,"PDZK1IP1"
"Pdzk1ip1",2484,0,-0.413374207,0.384,0.354,0,"IRI_short_1",0.03,"PDZK1IP1"
"Ndufa2",5218,0,-0.828668203,0.478,0.649,0,"IRI_long_3",-0.171,"NDUFA2"
"Ndufa2",4284,0,-0.668493734,0.55,0.651,0,"IRI_long_1",-0.101,"NDUFA2"
"Ndufa2",2797,1.24e-271,-0.565842003,0.567,0.643,2.87e-267,"IRI_short_3",-0.076,"NDUFA2"
"Ndufa2",7269,0,-0.687674141,0.529,0.654,0,"IRI_long_14",-0.125,"NDUFA2"
"Ndufa2",3525,0,-0.558013352,0.537,0.655,0,"IRI_short_14",-0.118,"NDUFA2"
"Ndufa2",2518,0,-0.467793485,0.669,0.633,0,"IRI_short_1",0.036,"NDUFA2"
"Ndufa2",47,0,1.153270095,0.782,0.567,0,"Control",0.215,"NDUFA2"
"4931406C07Rik",5564,6.3e-187,-0.561207207,0.085,0.189,1.47e-182,"IRI_long_3",-0.104,"C11orf54"
"4931406C07Rik",3126,1.2e-117,-0.420804259,0.123,0.186,2.78e-113,"IRI_short_3",-0.063,"C11orf54"
"4931406C07Rik",2603,0,-0.726996451,0.084,0.201,0,"IRI_short_1",-0.117,"C11orf54"
"4931406C07Rik",7263,0,-0.677532265,0.06,0.2,0,"IRI_long_14",-0.14,"C11orf54"
"4931406C07Rik",4300,0,-0.720706968,0.061,0.199,0,"IRI_long_1",-0.138,"C11orf54"
"4931406C07Rik",48,0,1.14626444,0.369,0.089,0,"Control",0.28,"C11orf54"
"4931406C07Rik",3669,1.84e-169,-0.397768909,0.135,0.19,4.27e-165,"IRI_short_14",-0.055,"C11orf54"
"Ndrg1",3660,1.56e-175,-0.47470785,0.281,0.353,3.64e-171,"IRI_short_14",-0.072,"NDRG1"
"Ndrg1",4311,0,-0.76314234,0.238,0.358,0,"IRI_long_1",-0.12,"NDRG1"
"Ndrg1",2528,0,-0.484971116,0.373,0.338,0,"IRI_short_1",0.035,"NDRG1"
"Ndrg1",3171,1.08e-109,-0.420706528,0.259,0.349,2.52e-105,"IRI_short_3",-0.09,"NDRG1"
"Ndrg1",7326,0,-0.903752556,0.15,0.371,0,"IRI_long_14",-0.221,"NDRG1"
"Ndrg1",5653,2.17e-165,-0.521025123,0.207,0.352,5.05e-161,"IRI_long_3",-0.145,"NDRG1"
"Ndrg1",49,0,1.145955194,0.508,0.261,0,"Control",0.247,"NDRG1"
"Cyp2e1",5606,2.37e-176,-0.60989026,0.028,0.116,5.51e-172,"IRI_long_3",-0.088,"CYP2E1"
"Cyp2e1",3024,7.32e-137,-0.539659623,0.041,0.115,1.7e-132,"IRI_short_3",-0.074,"CYP2E1"
"Cyp2e1",50,0,1.144467396,0.266,0.033,0,"Control",0.233,"CYP2E1"
"Cyp2e1",2608,0,-0.767143525,0.01,0.13,0,"IRI_short_1",-0.12,"CYP2E1"
"Cyp2e1",3765,2.15e-113,-0.330207414,0.088,0.114,5e-109,"IRI_short_14",-0.026,"CYP2E1"
"Cyp2e1",4308,0,-0.745265816,0.008,0.125,0,"IRI_long_1",-0.117,"CYP2E1"
"Cyp2e1",7218,0,-0.600733588,0.027,0.123,0,"IRI_long_14",-0.096,"CYP2E1"
"Slc22a6",7243,0,-0.64202476,0.024,0.121,0,"IRI_long_14",-0.097,"SLC22A6"
"Slc22a6",5482,3.84e-211,-0.669952825,0.019,0.114,8.94e-207,"IRI_long_3",-0.095,"SLC22A6"
"Slc22a6",3888,1.1e-54,-0.272577912,0.09,0.111,2.55e-50,"IRI_short_14",-0.021,"SLC22A6"
"Slc22a6",51,0,1.135332351,0.258,0.034,0,"Control",0.224,"SLC22A6"
"Slc22a6",4304,0,-0.728131295,0.012,0.122,0,"IRI_long_1",-0.11,"SLC22A6"
"Slc22a6",2894,1.34e-177,-0.624928628,0.028,0.114,3.13e-173,"IRI_short_3",-0.086,"SLC22A6"
"Slc22a6",2601,0,-0.722788524,0.018,0.126,0,"IRI_short_1",-0.108,"SLC22A6"
"Zbtb20",5872,1.11e-119,-0.497428227,0.221,0.342,2.59e-115,"IRI_long_3",-0.121,"ZBTB20"
"Zbtb20",4438,5.1e-280,-0.531734508,0.293,0.341,1.19e-275,"IRI_long_1",-0.048,"ZBTB20"
"Zbtb20",3323,8.4e-79,-0.393750862,0.3,0.337,1.95e-74,"IRI_short_3",-0.037,"ZBTB20"
"Zbtb20",7312,0,-0.853112616,0.155,0.361,0,"IRI_long_14",-0.206,"ZBTB20"
"Zbtb20",3568,6.05e-282,-0.592541494,0.249,0.349,1.41e-277,"IRI_short_14",-0.1,"ZBTB20"
"Zbtb20",2564,0,-0.569787534,0.353,0.332,0,"IRI_short_1",0.021,"ZBTB20"
"Zbtb20",52,0,1.135181939,0.472,0.267,0,"Control",0.205,"ZBTB20"
"4833439L19Rik",3663,8.87e-175,-0.407455119,0.227,0.284,2.06e-170,"IRI_short_14",-0.057,"KIAA1191"
"4833439L19Rik",7281,0,-0.72183842,0.112,0.3,0,"IRI_long_14",-0.188,"KIAA1191"
"4833439L19Rik",4286,0,-0.672133578,0.176,0.29,0,"IRI_long_1",-0.114,"KIAA1191"
"4833439L19Rik",5565,2.71e-186,-0.549044304,0.162,0.284,6.31e-182,"IRI_long_3",-0.122,"KIAA1191"
"4833439L19Rik",3146,2.7e-114,-0.425557842,0.224,0.28,6.28e-110,"IRI_short_3",-0.056,"KIAA1191"
"4833439L19Rik",53,0,1.123349764,0.45,0.189,0,"Control",0.261,"KIAA1191"
"4833439L19Rik",2592,0,-0.653268971,0.225,0.286,0,"IRI_short_1",-0.061,"KIAA1191"
"Kcnj15",2596,0,-0.666358857,0.022,0.143,0,"IRI_short_1",-0.121,"KCNJ15"
"Kcnj15",2992,5.74e-145,-0.482096462,0.047,0.129,1.34e-140,"IRI_short_3",-0.082,"KCNJ15"
"Kcnj15",4274,0,-0.644202064,0.017,0.139,0,"IRI_long_1",-0.122,"KCNJ15"
"Kcnj15",7227,0,-0.613558218,0.025,0.138,0,"IRI_long_14",-0.113,"KCNJ15"
"Kcnj15",54,0,1.122419801,0.304,0.033,0,"Control",0.271,"KCNJ15"
"Kcnj15",5556,2.49e-188,-0.535235083,0.03,0.13,5.81e-184,"IRI_long_3",-0.1,"KCNJ15"
"Kcnj15",3565,7.25e-296,-0.475663185,0.065,0.133,1.69e-291,"IRI_short_14",-0.068,"KCNJ15"
"Tmem52b",7336,0,-0.936723194,0.06,0.221,0,"IRI_long_14",-0.161,"TMEM52B"
"Tmem52b",2587,0,-0.633433604,0.19,0.203,0,"IRI_short_1",-0.013,"TMEM52B"
"Tmem52b",4349,0,-1.11135463,0.06,0.221,0,"IRI_long_1",-0.161,"TMEM52B"
"Tmem52b",3447,1.95e-26,-0.352826478,0.174,0.203,4.54e-22,"IRI_short_3",-0.029,"TMEM52B"
"Tmem52b",5271,0,-0.972159655,0.051,0.211,4.4e-307,"IRI_long_3",-0.16,"TMEM52B"
"Tmem52b",55,0,1.117786114,0.308,0.148,0,"Control",0.16,"TMEM52B"
